date,equity,gross_equity,rolling_max,drawdown
2022-01-13,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-14,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-15,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-16,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-17,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-18,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-19,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-20,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-21,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-22,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-23,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-24,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-25,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-26,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-27,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-28,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-29,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-30,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-01-31,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-01,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-02,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-03,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-04,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-05,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-06,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-07,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-08,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-09,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-10,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-11,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-12,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-13,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-14,1.021742675834197,1.025405426389258,1.1725737093188617,-0.12863245379455185
2022-02-15,1.0068593450533383,1.0119278492888526,1.1725737093188617,-0.1413253281636218
2022-02-16,1.0068593450533383,0.9360863216661742,1.1725737093188617,-0.1413253281636218
2022-02-17,1.0068593450533383,0.9324220800711804,1.1725737093188617,-0.1413253281636218
2022-02-18,1.0068593450533383,0.9330932290490259,1.1725737093188617,-0.1413253281636218
2022-02-19,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-20,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-21,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-22,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-23,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-24,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-25,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-26,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-27,1.0068593450533383,0.9204462124284154,1.1725737093188617,-0.1413253281636218
2022-02-28,1.017494030488196,0.9307507223727747,1.1725737093188617,-0.1322558041325608
2022-03-01,1.0132970943602504,0.9269115830601209,1.1725737093188617,-0.13583505556433956
2022-03-02,0.9981611017552424,0.9130659627136499,1.1725737093188617,-0.14874340621617224
2022-03-03,0.9650489202009519,0.8827766578356575,1.1725737093188617,-0.17698229754653058
2022-03-04,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-05,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-06,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-07,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-08,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-09,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-10,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-11,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-12,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-13,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-14,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-15,0.9673062796432393,0.8848415730770334,1.1725737093188617,-0.17505716531446072
2022-03-16,0.9654677950755238,0.8835672948425533,1.1725737093188617,-0.17662507064365618
2022-03-17,0.9736035821606327,0.8910129242285053,1.1725737093188617,-0.16968666922765063
2022-03-18,0.977478675931916,0.8945592943282829,1.1725737093188617,-0.1663818929560299
2022-03-19,0.9599750022354556,0.8785404548634425,1.1725737093188617,-0.18130946088404362
2022-03-20,0.9567069515908565,0.8755496325054257,1.1725737093188617,-0.18409653569104872
2022-03-21,0.9857782320684348,0.9021548002595441,1.1725737093188617,-0.15930382522300865
2022-03-22,0.9974881625236478,0.9128713789252235,1.1725737093188617,-0.1493173055166994
2022-03-23,1.0220201130468687,0.9353222874605187,1.1725737093188617,-0.12839584844474158
2022-03-24,1.0309962258626897,0.9435369578610536,1.1725737093188617,-0.12074079636188775
2022-03-25,1.0345260636067426,0.9467673599548925,1.1725737093188617,-0.11773046301055978
2022-03-26,1.087093618338593,0.99487561625077,1.1725737093188617,-0.0728995459312518
2022-03-27,1.0942101818766627,1.0013884826829595,1.1725737093188617,-0.06683036368581018
2022-03-28,1.1020234988159905,1.0085389970212335,1.1725737093188617,-0.06016697282412487
2022-03-29,1.092625447669527,0.9999381812605969,1.1725737093188617,-0.06818186440132284
2022-03-30,1.0566583927566724,0.9670222066678674,1.1725737093188617,-0.09885546268091204
2022-03-31,1.071720016254762,0.9808061547167023,1.1725737093188617,-0.08601053585167351
2022-04-01,1.0633783619750707,0.9731721218219623,1.1725737093188617,-0.0931245059274113
2022-04-02,1.0747918519343134,0.983617406998162,1.1725737093188617,-0.0833907980431772
2022-04-03,1.0786974152459317,0.9871916619113599,1.1725737093188617,-0.08006003659033259
2022-04-04,1.053731113934124,0.9643432485051185,1.1725737093188617,-0.10135191880924253
2022-04-05,0.9979405771204678,0.9132854152540362,1.1725737093188617,-0.14893147510516577
2022-04-06,1.0011617967776576,0.9162333792908627,1.1725737093188617,-0.14618433892806268
2022-04-07,0.9756772020934161,0.8929106392676672,1.1725737093188617,-0.16791823461556302
2022-04-08,0.986349628138095,0.9026777248792246,1.1725737093188617,-0.1588165244545204
2022-04-09,0.9747010613766229,0.8920173044335881,1.1725737093188617,-0.16875071167780265
2022-04-10,0.9137336384858797,0.8362217396391332,1.1725737093188617,-0.22074524507575735
2022-04-11,0.9195474366794885,0.8415423541318057,1.1725737093188617,-0.21578709349227532
2022-04-12,0.9283089363011781,0.8495606169459421,1.1725737093188617,-0.2083150688749239
2022-04-13,0.917650170821577,0.8398060330756063,1.1725737093188617,-0.21740512896657707
2022-04-14,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-15,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-16,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-17,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-18,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-19,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-20,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-21,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-22,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-23,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-24,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-25,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-26,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-27,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-28,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-29,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-04-30,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-01,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-02,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-03,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-04,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-05,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-06,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-07,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-08,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-09,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-10,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-11,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-12,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-13,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-14,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-15,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-16,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-17,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-18,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-19,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-20,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-21,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-22,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-23,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-24,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-25,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-26,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-27,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-28,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-29,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-30,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-05-31,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-01,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-02,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-03,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-04,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-05,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-06,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-07,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-08,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-09,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-10,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-11,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-12,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-13,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-14,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-15,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-16,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-17,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-18,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-19,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-20,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-21,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-22,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-23,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-24,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-25,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-26,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-27,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-28,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-29,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-06-30,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-01,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-02,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-03,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-04,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-05,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-06,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-07,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-08,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-09,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-10,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-11,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-12,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-13,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-14,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-15,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-16,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-17,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-18,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-19,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-20,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-21,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-22,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-23,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-24,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-25,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-26,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-27,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-28,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-29,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-30,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-07-31,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-08-01,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-08-02,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-08-03,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-08-04,0.9229080066484654,0.8446178474126415,1.1725737093188617,-0.21292111590615917
2022-08-05,0.9084318624898353,0.8326366393425656,1.1725737093188617,-0.2252667314044285
2022-08-06,0.9168832336946037,0.8403828684306648,1.1725737093188617,-0.2180591920083101
2022-08-07,0.9416129914078815,0.8630492930733494,1.1725737093188617,-0.19696904004878588
2022-08-08,0.9157459470448133,0.8393404715562803,1.1725737093188617,-0.2190290983269935
2022-08-09,0.9462007223271053,0.8672542455992559,1.1725737093188617,-0.19305650910700925
2022-08-10,0.9465579293849672,0.867581649003395,1.1725737093188617,-0.192751874050788
2022-08-11,0.963074297507992,0.8827199701212917,1.1725737093188617,-0.17866630485222645
2022-08-12,0.9639125786882782,0.8834883091168709,1.1725737093188617,-0.1779513978287924
2022-08-13,0.959770277084596,0.8796916214082516,1.1725737093188617,-0.1814840555805072
2022-08-14,0.9525462098423115,0.8730702958918675,1.1725737093188617,-0.18764491965657523
2022-08-15,0.9424818863765767,0.8638456915888014,1.1725737093188617,-0.19622802482578552
2022-08-16,0.9206333232325542,0.8438200683782259,1.1725737093188617,-0.21486102245346914
2022-08-17,0.9157576887116115,0.8393512335543859,1.1725737093188617,-0.2190190847417452
2022-08-18,0.9157576887116115,0.7503576408845766,1.1725737093188617,-0.2190190847417452
2022-08-19,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-20,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-21,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-22,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-23,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-24,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-25,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-26,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-27,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-28,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-29,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-30,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-08-31,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-01,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-02,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-03,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-04,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-05,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-06,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-07,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-08,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-09,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-10,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-11,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-12,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-13,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-14,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-15,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-16,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-17,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-18,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-19,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-20,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-21,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-22,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-23,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-24,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-25,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-26,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-27,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-28,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-29,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-09-30,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-01,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-02,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-03,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-04,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-05,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-06,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-07,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-08,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-09,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-10,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-11,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-12,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-13,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-14,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-15,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-16,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-17,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-18,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-19,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-20,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-21,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-22,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-23,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-24,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-25,0.9157576887116115,0.7536376652017678,1.1725737093188617,-0.2190190847417452
2022-10-26,0.9010686892426432,0.7422713081048085,1.1725737093188617,-0.23154622853853135
2022-10-27,0.9083325337263819,0.7482550287813603,1.1725737093188617,-0.22535144144241076
2022-10-28,0.9135266712370994,0.7525337916443748,1.1725737093188617,-0.22092175188904806
2022-10-29,0.9091917541763911,0.7489628268604556,1.1725737093188617,-0.22461867688937612
2022-10-30,0.9060015365881403,0.7463348285617242,1.1725737093188617,-0.22733937373162746
2022-10-31,0.9060015365881403,0.7463348285617242,1.1725737093188617,-0.22733937373162746
2022-11-01,0.9060015365881403,0.7463348285617242,1.1725737093188617,-0.22733937373162746
2022-11-02,0.9060015365881403,0.7463348285617242,1.1725737093188617,-0.22733937373162746
2022-11-03,0.9060015365881403,0.7463348285617242,1.1725737093188617,-0.22733937373162746
2022-11-04,0.9060015365881403,0.7463348285617242,1.1725737093188617,-0.22733937373162746
2022-11-05,0.8960396760697007,0.7387983409428852,1.1725737093188617,-0.23583509595298477
2022-11-06,0.8880829210499077,0.7322378754133937,1.1725737093188617,-0.2426208143744007
2022-11-07,0.8880829210499077,0.689978101026498,1.1725737093188617,-0.2426208143744007
2022-11-08,0.8880829210499077,0.6339672436836058,1.1725737093188617,-0.2426208143744007
2022-11-09,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-10,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-11,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-12,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-13,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-14,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-15,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-16,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-17,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-18,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-19,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-20,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-21,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-22,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-23,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-24,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-25,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-26,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
2022-11-27,0.8880829210499077,0.656069080046377,1.1725737093188617,-0.2426208143744007
